State,Order Date,Sales,Quantity,Discount,Profit,Month,Predicted Profit
Florida,2015-07-11,1361.6309999999999,14,1.4,200,7,200
Florida,2016-08-03,1466.32,8,0.4,200,8,200
Florida,2015-08-06,937.6080000000001,35,1.9,75,8,75
Florida,2016-08-07,839.9440000000001,7,0.4,75,8,75
Florida,2014-08-08,155.45600000000002,4,0.2,50,8,50
Florida,2017-08-09,220.056,8,0.4,50,8,50
Florida,2017-09-04,284.19,7,1.0999999999999999,50,9,50
Florida,2015-09-06,175.32,13,1.5999999999999999,50,9,50
Florida,2016-09-06,695.7,2,0.5,75,9,75
Florida,2014-09-08,193.936,5,0.4,50,9,50
Florida,2015-09-08,4.6080000000000005,2,0.2,0,9,0
Florida,2015-09-10,50.461999999999996,12,1.5999999999999999,0,9,0
Florida,2017-09-11,691.144,7,0.4,75,9,75
Florida,2017-10-04,16.739,8,0.8999999999999999,0,10,0
Florida,2017-10-06,1347.52,8,0.2,200,10,200
Florida,2016-10-09,519.68,7,0.2,75,10,75
Florida,2015-10-10,1801.632,6,0.2,200,10,200
Florida,2017-10-11,11.52,5,0.7,0,10,0
Florida,2017-10-12,19.104,3,0.2,0,10,0
Florida,2014-11-04,737.2,15,0.8,75,11,75
Florida,2015-11-04,121.888,5,0.4,50,11,50
Florida,2015-11-06,3165.744,25,2.6000000000000005,500,11,500
Florida,2017-11-09,34.504,1,0.2,0,11,0
Florida,2015-11-10,979.9455,7,0.65,75,11,75
Florida,2016-11-11,681.432,5,0.8999999999999999,75,11,75
Florida,2017-11-11,1158.12,5,0.2,200,11,200
Florida,2015-11-12,12.828,2,0.7,0,11,0
Florida,2016-11-12,85.22399999999999,3,0.2,0,11,0
Florida,2017-11-12,873.8109999999999,12,1.05,75,11,75
Florida,2015-12-03,45.976,10,0.6000000000000001,0,12,0
Florida,2015-12-06,55.983999999999995,2,0.2,0,12,0
Florida,2017-12-06,17.088,2,0.2,0,12,0
Florida,2014-12-08,457.744,27,1.2,50,12,50
Florida,2016-12-08,562.2925,7,0.45,75,12,75
Florida,2017-12-08,20.736,4,0.2,0,12,0
Florida,2015-12-11,792.5079999999999,19,2.1999999999999997,75,12,75
Florida,2017-12-11,26.72,5,0.2,0,12,0
Florida,2014-12-12,23.471999999999998,3,0.2,0,12,0
Florida,2014-05-13,405.45599999999996,10,0.8999999999999999,50,5,50
Florida,2015-11-13,233.064,11,0.8999999999999999,50,11,50
Florida,2017-11-13,2.064,1,0.2,0,11,0
Florida,2014-03-14,91.056,6,0.2,0,3,0
Florida,2014-05-14,310.88,2,0.2,50,5,50
Florida,2016-05-14,191.018,29,2.8999999999999995,50,5,50
Florida,2016-06-14,58.400000000000006,6,0.8999999999999999,0,6,0
Florida,2014-09-14,26.128,8,0.4,0,9,0
Florida,2014-12-14,186.304,4,0.2,50,12,50
Florida,2014-03-15,370.782,14,2.0,50,3,50
Florida,2017-04-15,15.57,3,0.7,0,4,0
Florida,2016-05-15,7.763999999999999,4,0.7,0,5,0
Florida,2015-06-15,11.672,1,0.2,0,6,0
Florida,2014-08-15,243.60000000000002,10,0.4,50,8,50
Florida,2016-08-15,705.544,7,0.2,75,8,75
Florida,2015-09-15,111.904,10,0.8,50,9,50
Florida,2014-10-15,15.384,1,0.2,0,10,0
Florida,2017-11-15,559.2,8,0.4,75,11,75
Florida,2015-05-16,255.968,4,0.2,50,5,50
Florida,2014-12-16,1016.9830000000001,12,1.0999999999999999,200,12,200
Florida,2016-05-17,29.97,8,1.4,0,5,0
Florida,2015-07-17,231.92,5,0.2,50,7,50
Florida,2017-07-17,7.904,2,0.2,0,7,0
Florida,2015-09-17,87.16799999999999,3,0.2,0,9,0
Florida,2014-03-18,23661.228,25,1.9999999999999998,2500,3,2500
Florida,2015-06-18,13.632,4,0.2,0,6,0
Florida,2015-09-18,717.12,9,0.2,75,9,75
Florida,2016-09-18,386.43800000000005,5,0.65,50,9,50
Florida,2017-11-18,600.184,31,1.9,75,11,75
Florida,2016-12-18,1410.066,14,1.0999999999999999,200,12,200
Florida,2014-03-19,590.7620000000001,23,1.9,75,3,75
Florida,2015-03-19,14.495999999999999,3,0.2,0,3,0
Florida,2017-09-19,95.616,2,0.2,0,9,0
Florida,2014-12-19,252.61200000000002,7,0.8999999999999999,50,12,50
Florida,2016-05-20,2.694,2,0.7,0,5,0
Florida,2017-06-20,4.4639999999999995,1,0.2,0,6,0
Florida,2014-09-20,2.8160000000000003,2,0.2,0,9,0
Florida,2017-10-20,59.82400000000001,9,0.8,0,10,0
Florida,2015-11-20,377.90200000000004,14,1.7999999999999998,50,11,50
Florida,2016-11-20,574.056,11,0.6000000000000001,75,11,75
Florida,2015-12-20,11.696,2,0.2,0,12,0
Florida,2014-01-21,25.248,3,0.2,0,1,0
Florida,2016-02-21,471.078,8,1.5999999999999999,50,2,50
Florida,2017-03-21,64.384,1,0.2,0,3,0
Florida,2015-06-21,107.976,3,0.2,50,6,50
Florida,2017-09-21,12.294,1,0.7,0,9,0
Florida,2016-10-21,74.32000000000001,10,0.8999999999999999,0,10,0
Florida,2017-10-21,747.504,10,0.6000000000000001,75,10,75
Florida,2015-12-21,78.19200000000001,8,0.4,0,12,0
Florida,2015-03-22,598.352,16,0.4,75,3,75
Florida,2017-06-22,37.608000000000004,3,0.2,0,6,0
Florida,2014-08-22,7.632000000000001,3,0.2,0,8,0
Florida,2014-09-22,4.6080000000000005,2,0.2,0,9,0
Florida,2016-09-22,24.066,11,0.8999999999999999,0,9,0
Florida,2015-10-22,9.952,1,0.2,0,10,0
Florida,2015-11-22,32.985,3,0.5,0,11,0
Florida,2017-12-22,7.824,1,0.2,0,12,0
Florida,2014-03-23,9.912,3,0.2,0,3,0
Florida,2016-07-23,324.387,5,0.9,50,7,50
Florida,2017-08-23,4590.344,28,1.0,500,8,500
Florida,2017-09-23,251.64,3,0.2,50,9,50
Florida,2015-10-23,78.45599999999999,11,0.6000000000000001,0,10,0
Florida,2017-10-23,863.88,3,0.2,75,10,75
Florida,2014-12-23,619.848,12,1.0,75,12,75
Florida,2015-01-24,13.12,5,0.2,0,1,0
Florida,2015-03-24,6.992000000000001,2,0.2,0,3,0
Florida,2017-04-24,113.568,2,0.2,50,4,50
Florida,2017-09-24,653.354,14,1.3,75,9,75
Florida,2014-10-24,10.368,2,0.2,0,10,0
Florida,2016-11-24,392.83200000000005,11,0.6000000000000001,50,11,50
Florida,2014-12-24,9.568,2,0.2,0,12,0
Florida,2016-10-25,783.96,5,0.2,75,10,75
Florida,2016-11-25,5.08,1,0.2,0,11,0
Florida,2017-11-25,723.92,5,0.2,75,11,75
Florida,2017-12-25,141.0,5,0.7,50,12,50
Florida,2015-03-26,74.352,3,0.2,0,3,0
Florida,2015-04-26,194.1395,2,0.65,50,4,50
Florida,2016-05-26,232.62400000000002,8,0.4,50,5,50
Florida,2017-06-26,287.42400000000004,9,0.4,50,6,50
Florida,2016-08-26,31.008000000000003,1,0.2,0,8,0
Florida,2016-09-26,431.976,3,0.2,50,9,50
Florida,2017-09-26,419.13599999999997,4,0.2,50,9,50
Florida,2016-11-26,3.7439999999999998,4,0.7,0,11,0
Florida,2017-07-27,91.03200000000001,3,0.2,0,7,0
Florida,2016-08-27,9.216000000000001,4,0.2,0,8,0
Florida,2017-08-27,17.232,5,0.4,0,8,0
Florida,2017-10-27,68.967,13,1.0999999999999999,0,10,0
Florida,2015-11-27,459.4335,6,0.65,50,11,50
Florida,2016-11-27,447.783,8,0.65,50,11,50
Florida,2017-03-28,68.742,9,0.7,0,3,0
Florida,2017-04-28,751.9839999999999,2,0.2,75,4,75
Florida,2016-05-28,452.464,21,0.4,50,5,50
Florida,2014-07-28,193.152,18,0.6000000000000001,50,7,50
Florida,2014-09-28,337.088,4,0.2,50,9,50
Florida,2017-09-28,10.368,2,0.2,0,9,0
Florida,2016-10-28,352.583,18,1.9999999999999998,50,10,50
Florida,2016-11-28,7.434,6,0.7,0,11,0
Florida,2015-03-29,1166.92,5,0.2,200,3,200
Florida,2016-07-29,2.214,3,0.7,0,7,0
Florida,2014-08-29,709.0425,9,1.3499999999999999,75,8,75
Florida,2016-12-29,62.752,13,0.4,0,12,0
Florida,2017-01-30,419.13599999999997,4,0.2,50,1,50
Florida,2017-04-30,283.69,28,1.9,50,4,50
Florida,2014-09-30,15.552,3,0.2,0,9,0
Florida,2014-11-30,6.642,9,0.7,0,11,0
Florida,2017-11-30,71.976,3,0.2,0,11,0
Florida,2016-12-30,72.22399999999999,4,0.2,0,12,0
Florida,2014-03-31,1144.0339999999999,15,1.7999999999999998,200,3,200
Florida,2015-03-31,79.96,5,0.2,0,3,0
Florida,2017-07-31,41.424,2,0.2,0,7,0
Florida,2016-10-31,32.064,6,0.2,0,10,0
Florida,2016-12-31,71.096,8,0.4,0,12,0
Georgia,2015-01-03,58.72,4,0.0,0,1,0
Georgia,2016-01-04,7.04,4,0.0,0,1,0
Georgia,2014-02-04,1220.67,15,0.0,200,2,200
Georgia,2017-02-04,771.8,6,0.0,75,2,75
Georgia,2014-02-06,605.47,7,0.0,75,2,75
Georgia,2014-02-12,21.19,4,0.0,0,2,0
Georgia,2015-03-02,74.52,9,0.0,0,3,0
Georgia,2017-03-07,311.96000000000004,4,0.0,50,3,50
Georgia,2017-03-11,12.39,3,0.0,0,3,0
Georgia,2015-04-09,919.49,14,0.0,75,4,75
Georgia,2015-04-10,392.94,3,0.0,50,4,50
Georgia,2016-05-02,2075.51,41,0.0,500,5,500
Georgia,2017-05-05,34.5,3,0.0,0,5,0
Georgia,2014-06-01,12.78,3,0.0,0,6,0
Georgia,2014-06-11,43.68,6,0.0,0,6,0
Georgia,2014-07-04,259.29,12,0.0,50,7,50
Georgia,2017-08-03,668.5400000000001,10,0.0,75,8,75
Georgia,2016-08-04,372.82,9,0.0,50,8,50
Georgia,2017-08-04,2747.25,9,0.0,500,8,500
Georgia,2014-08-09,116.85,7,0.0,50,8,50
Georgia,2017-10-07,60.75,6,0.0,0,10,0
Georgia,2017-10-09,2.78,1,0.0,0,10,0
Georgia,2016-10-11,41.86,7,0.0,0,10,0
Georgia,2015-10-12,129.64,11,0.0,50,10,50
Georgia,2016-11-03,558.24,8,0.0,75,11,75
Georgia,2017-11-09,184.66,7,0.0,50,11,50
Georgia,2016-12-02,1366.04,10,0.0,200,12,200
Georgia,2017-12-06,544.14,6,0.0,75,12,75
Georgia,2014-12-08,286.65000000000003,16,0.0,50,12,50
Georgia,2016-12-12,299.07,9,0.0,50,12,50
Georgia,2015-01-13,9.82,2,0.0,0,1,0
Georgia,2015-06-13,6.48,1,0.0,0,6,0
Georgia,2015-07-13,38.88,6,0.0,0,7,0
Georgia,2015-08-13,5.64,3,0.0,0,8,0
Georgia,2015-09-13,199.86,10,0.0,50,9,50
Georgia,2016-07-14,88.15,6,0.0,0,7,0
Georgia,2014-09-14,149.56,7,0.0,50,9,50
Georgia,2016-11-14,513.52,5,0.0,75,11,75
Georgia,2015-12-14,3.76,2,0.0,0,12,0
Georgia,2014-01-15,149.95,5,0.0,50,1,50
Georgia,2015-05-15,17.94,3,0.0,0,5,0
Georgia,2015-03-16,6412.7699999999995,12,0.0,1500,3,1500
Georgia,2016-04-16,12.84,3,0.0,0,4,0
Georgia,2016-09-16,121.78,2,0.0,50,9,50
Georgia,2016-01-17,316.0,4,0.0,50,1,50
Georgia,2016-09-17,396.0,4,0.0,50,9,50
Georgia,2017-09-17,830.24,7,0.0,75,9,75
Georgia,2017-11-17,286.09,6,0.0,50,11,50
Georgia,2014-12-17,40.05,3,0.0,0,12,0
Georgia,2017-05-18,524.85,18,0.0,75,5,75
Georgia,2017-09-18,997.8300000000002,35,0.0,75,9,75
Georgia,2017-02-19,1245.86,7,0.0,200,2,200
Georgia,2017-05-19,2557.16,27,0.0,500,5,500
Georgia,2014-08-19,344.91,3,0.0,50,8,50
Georgia,2015-09-19,66.36,4,0.0,0,9,0
Georgia,2016-09-19,254.98999999999998,7,0.0,50,9,50
Georgia,2017-09-19,35.4,5,0.0,0,9,0
Georgia,2015-04-20,896.3100000000001,11,0.0,75,4,75
Georgia,2017-09-21,80.48,1,0.0,0,9,0
Georgia,2017-04-22,675.06,3,0.0,75,4,75
Georgia,2016-05-22,14.73,3,0.0,0,5,0
Georgia,2017-09-22,30.900000000000002,5,0.0,0,9,0
Georgia,2014-11-22,1032.57,15,0.0,200,11,200
Georgia,2015-06-23,268.4,7,0.0,50,6,50
Georgia,2015-08-23,1142.43,30,0.0,200,8,200
Georgia,2016-09-23,487.22,8,0.0,50,9,50
Georgia,2017-01-24,5.67,3,0.0,0,1,0
Georgia,2017-09-24,227.16000000000003,25,0.0,50,9,50
Georgia,2016-05-25,1311.97,15,0.0,200,5,200
Georgia,2017-05-25,29.84,2,0.0,0,5,0
Georgia,2017-11-25,48.87,9,0.0,0,11,0
Georgia,2015-12-25,433.78,11,0.0,50,12,50
Georgia,2017-01-26,3002.6499999999996,11,0.0,500,1,500
Georgia,2016-06-26,135.95,1,0.0,50,6,50
Georgia,2014-07-26,256.47999999999996,18,0.0,50,7,50
Georgia,2016-08-26,186.54,3,0.0,50,8,50
Georgia,2017-08-26,71.98,2,0.0,0,8,0
Georgia,2017-11-26,12.84,3,0.0,0,11,0
Georgia,2016-03-27,92.69999999999999,7,0.0,0,3,0
Georgia,2016-09-27,31.830000000000002,6,0.0,0,9,0
Georgia,2015-06-28,260.31,7,0.0,50,6,50
Georgia,2016-11-28,2673.6899999999996,18,0.0,500,11,500
Georgia,2017-03-30,59.76,1,0.0,0,3,0
Georgia,2016-06-30,1302.83,10,0.0,200,6,200
Georgia,2016-01-31,1396.35,9,0.0,200,1,200
Georgia,2017-03-31,3098.6099999999997,10,0.0,500,3,500
Idaho,2017-06-10,307.74,8,0.0,50,6,50
Idaho,2015-07-08,3.304,1,0.2,0,7,0
Idaho,2015-09-06,495.736,7,0.2,50,9,50
Idaho,2014-10-12,455.632,11,0.2,50,10,50
Idaho,2014-11-04,9.584,1,0.2,0,11,0
Idaho,2016-09-15,1148.806,7,0.2,200,9,200
Idaho,2015-11-16,1001.1959999999999,5,0.2,200,11,200
Idaho,2017-09-17,89.97,3,0.0,0,9,0
Idaho,2017-12-24,21.311999999999998,3,0.2,0,12,0
Idaho,2016-03-26,34.68,6,0.2,0,3,0
Idaho,2017-05-27,814.526,12,0.2,75,5,75
Illinois,2014-01-03,651.588,9,0.5,75,1,75
Illinois,2017-01-08,95.984,2,0.2,0,1,0
Illinois,2015-01-10,111.75999999999999,8,1.0,50,1,50
Illinois,2014-01-11,15.696,3,0.2,0,1,0
Illinois,2016-01-11,68.112,3,0.2,0,1,0
Illinois,2015-02-07,1305.81,18,1.2,200,2,200
Illinois,2014-02-09,715.9200000000001,10,0.4,75,2,75
Illinois,2016-02-09,1511.58,12,1.2999999999999998,200,2,200
Illinois,2017-02-09,298.188,14,1.4,50,2,50
Illinois,2017-02-11,54.336000000000006,4,0.2,0,2,0
Illinois,2014-02-12,2.394,1,0.8,0,2,0
Illinois,2017-03-02,512.3679999999999,9,1.2,75,3,75
Illinois,2017-03-04,7.056,3,0.2,0,3,0
Illinois,2016-03-05,55.971999999999994,11,1.8,0,3,0
Illinois,2014-03-06,210.176,14,1.0,50,3,50
Illinois,2017-03-08,223.18800000000002,5,0.5,50,3,50
Illinois,2016-03-09,291.504,10,1.7,50,3,50
Illinois,2017-03-09,152.32,12,1.2,50,3,50
Illinois,2014-03-10,258.279,3,0.3,50,3,50
Illinois,2014-04-01,288.06,8,1.2000000000000002,50,4,50
Illinois,2017-04-04,383.84,4,0.2,50,4,50
Illinois,2015-04-05,22.288,7,0.6,0,4,0
Illinois,2016-04-06,677.949,25,2.9,75,4,75
Illinois,2016-04-08,3.98,5,0.8,0,4,0
Illinois,2017-04-09,849.846,15,0.7,75,4,75
Illinois,2017-04-12,61.568000000000005,2,0.2,0,4,0
Illinois,2015-05-03,264.424,17,2.6000000000000005,50,5,50
Illinois,2014-05-04,101.72800000000001,8,0.4,50,5,50
Illinois,2014-05-05,45.248000000000005,2,0.2,0,5,0
Illinois,2016-05-09,9.248,2,0.2,0,5,0
Illinois,2015-05-11,19.824,6,0.2,0,5,0
Illinois,2017-05-11,16.03,5,0.8,0,5,0
Illinois,2014-05-12,433.56,9,0.4,50,5,50
Illinois,2015-05-12,12.224,2,0.2,0,5,0
Illinois,2016-05-12,15.488,5,0.4,0,5,0
Illinois,2014-06-02,8.952,2,0.8,0,6,0
Illinois,2016-06-03,309.082,14,2.7,50,6,50
Illinois,2016-06-05,29.384,4,1.0,0,6,0
Illinois,2017-06-05,607.12,14,0.6000000000000001,75,6,75
Illinois,2014-06-06,38.572,5,1.0,0,6,0
Illinois,2016-06-06,328.224,4,0.2,50,6,50
Illinois,2017-06-10,309.488,4,0.4,50,6,50
Illinois,2014-06-12,314.55,20,3.1000000000000005,50,6,50
Illinois,2014-07-06,281.397,6,1.3,50,7,50
Illinois,2016-07-07,339.98,20,1.3,50,7,50
Illinois,2014-07-09,321.978,13,1.8,50,7,50
Illinois,2017-07-09,73.008,9,0.2,0,7,0
Illinois,2017-07-12,1889.99,5,0.8,200,7,200
Illinois,2015-08-03,8.568,3,0.8,0,8,0
Illinois,2015-08-06,145.504,5,1.0,50,8,50
Illinois,2017-08-06,12.175999999999998,4,0.8,0,8,0
Illinois,2016-08-09,615.606,5,1.1,75,8,75
Illinois,2017-08-09,765.625,7,0.5,75,8,75
Illinois,2015-09-02,479.952,6,0.2,50,9,50
Illinois,2017-09-06,169.25300000000001,12,1.3,50,9,50
Illinois,2017-09-07,296.224,19,1.2,50,9,50
Illinois,2014-09-09,10.895999999999999,3,0.2,0,9,0
Illinois,2017-09-10,719.095,8,1.0,75,9,75
Illinois,2014-09-12,28.836,4,1.0,0,9,0
Illinois,2016-09-12,43.964,9,1.2,0,9,0
Illinois,2017-09-12,159.84,11,0.4,50,9,50
Illinois,2016-10-04,13.568,4,0.2,0,10,0
Illinois,2015-10-05,107.75399999999999,7,1.0,50,10,50
Illinois,2016-10-05,7.072,2,0.2,0,10,0
Illinois,2017-10-07,298.464,6,0.2,50,10,50
Illinois,2017-10-09,909.762,7,1.0,75,10,75
Illinois,2015-10-10,8.016,3,0.2,0,10,0
Illinois,2017-10-10,239.358,3,0.3,50,10,50
Illinois,2015-10-12,53.088,7,0.8,0,10,0
Illinois,2014-11-05,122.05199999999999,12,1.0,50,11,50
Illinois,2016-11-09,7.908,5,1.0,0,11,0
Illinois,2017-11-09,31.072,10,0.4,0,11,0
Illinois,2016-11-10,33.064,5,0.4,0,11,0
Illinois,2014-11-11,808.928,6,0.8999999999999999,75,11,75
Illinois,2016-11-11,158.07199999999997,12,0.7,50,11,50
Illinois,2017-11-12,724.864,12,1.3,75,11,75
Illinois,2016-12-06,1344.5869999999998,15,0.7,200,12,200
Illinois,2017-12-06,8.856,3,0.6,0,12,0
Illinois,2014-12-07,59.696,13,0.4,0,12,0
Illinois,2015-12-07,1745.399,28,2.5,200,12,200
Illinois,2014-12-10,22.24,2,0.2,0,12,0
Illinois,2017-12-10,254.604,14,0.3,50,12,50
Illinois,2016-12-11,22.752,6,0.6,0,12,0
Illinois,2017-03-13,1366.8579999999997,19,1.7999999999999998,200,3,200
Illinois,2015-05-13,238.38400000000001,6,0.4,50,5,50
Illinois,2017-06-13,683.022,13,0.7,75,6,75
Illinois,2015-09-13,177.89600000000002,5,0.5,50,9,50
Illinois,2017-10-13,170.572,10,1.6,50,10,50
Illinois,2015-11-13,17.496,9,0.6,0,11,0
Illinois,2016-11-13,3.136,2,0.8,0,11,0
Illinois,2017-11-13,230.37599999999998,3,0.2,50,11,50
Illinois,2014-12-13,94.428,3,0.6,0,12,0
Illinois,2014-03-14,583.358,4,0.5,75,3,75
Illinois,2017-03-14,49.61600000000001,2,0.2,0,3,0
Illinois,2014-07-14,68.204,11,1.0,0,7,0
Illinois,2014-09-14,72.608,6,1.0,0,9,0
Illinois,2014-10-14,344.27400000000006,20,1.2,50,10,50
Illinois,2017-10-14,40.852000000000004,10,1.6,0,10,0
Illinois,2014-12-14,52.28,12,2.0,0,12,0
Illinois,2017-12-14,739.8639999999999,25,2.6000000000000005,75,12,75
Illinois,2017-05-15,67.824,4,0.4,0,5,0
Illinois,2017-06-15,19.56,5,0.2,0,6,0
Illinois,2017-09-15,323.976,3,0.2,50,9,50
Illinois,2015-10-15,339.96,5,0.2,50,10,50
Illinois,2015-11-15,270.35600000000005,17,1.2,50,11,50
Illinois,2014-12-15,8.544,2,0.6,0,12,0
Illinois,2017-12-15,10.192,7,0.2,0,12,0
Illinois,2016-02-16,167.182,14,1.5,50,2,50
Illinois,2017-02-16,705.0020000000001,15,1.5,75,2,75
Illinois,2015-04-16,1483.5279999999998,7,0.4,200,4,200
Illinois,2017-04-16,16.52,5,0.2,0,4,0
Illinois,2017-06-16,5.936,7,0.8,0,6,0
Illinois,2017-07-16,2.912,2,0.2,0,7,0
Illinois,2014-11-16,37.296,2,0.3,0,11,0
Illinois,2015-11-16,295.968,7,1.0,50,11,50
Illinois,2016-12-16,4.788,3,0.8,0,12,0
Illinois,2015-01-17,254.74400000000003,7,0.6,50,1,50
Illinois,2014-02-17,54.208,14,0.2,0,2,0
Illinois,2017-02-17,605.752,4,0.7,75,2,75
Illinois,2017-04-17,195.136,4,0.2,50,4,50
Illinois,2016-05-17,63.922,15,1.8,0,5,0
Illinois,2014-06-17,62.016000000000005,2,0.2,0,6,0
Illinois,2017-06-17,23.887999999999998,10,1.8,0,6,0
Illinois,2015-11-17,40.92,5,0.2,0,11,0
Illinois,2017-11-17,239.96,5,0.2,50,11,50
Illinois,2015-12-17,234.688,8,1.0,50,12,50
Illinois,2016-04-18,240.03999999999996,5,0.4,50,4,50
Illinois,2017-05-18,24.5,4,1.2,0,5,0
Illinois,2016-06-18,76.86399999999999,2,0.2,0,6,0
Illinois,2014-11-18,1123.852,25,3.2,200,11,200
Illinois,2017-11-18,182.97,8,0.5,50,11,50
Illinois,2017-05-19,38.016,6,0.2,0,5,0
Illinois,2017-08-19,2.296,2,0.8,0,8,0
Illinois,2016-09-19,703.68,4,1.1,75,9,75
Illinois,2017-10-19,91.275,1,0.5,0,10,0
Illinois,2017-11-19,219.075,3,0.5,50,11,50
Illinois,2014-12-19,372.12,9,0.6000000000000001,50,12,50
Illinois,2015-12-19,183.864,5,0.4,50,12,50
Illinois,2016-12-19,1.8,5,0.8,0,12,0
Illinois,2017-01-20,11.52,5,0.2,0,1,0
Illinois,2016-03-20,11.992,1,0.2,0,3,0
Illinois,2017-04-20,391.77799999999996,12,1.6999999999999997,50,4,50
Illinois,2015-07-20,1454.838,16,1.6,200,7,200
Illinois,2017-07-20,78.504,3,0.8,0,7,0
Illinois,2014-08-20,421.37199999999996,2,0.3,50,8,50
Illinois,2014-09-20,1122.25,13,1.0,200,9,200
Illinois,2015-09-20,2.8080000000000003,3,0.8,0,9,0
Illinois,2014-10-20,862.202,10,1.6,75,10,75
Illinois,2015-12-20,775.01,9,0.7,75,12,75
Illinois,2017-01-21,268.57599999999996,4,0.2,50,1,50
Illinois,2014-02-21,8.85,5,0.8,0,2,0
Illinois,2016-03-21,544.99,10,1.3,75,3,75
Illinois,2016-04-21,195.976,15,1.8,50,4,50
Illinois,2015-05-21,20.768,8,0.8,0,5,0
Illinois,2016-05-21,3.798,3,0.8,0,5,0
Illinois,2016-06-21,0.836,1,0.8,0,6,0
Illinois,2017-07-21,99.168,13,2.4000000000000004,0,7,50
Illinois,2017-10-21,23.991999999999997,2,0.8,0,10,0
Illinois,2016-11-21,141.57600000000002,6,0.6000000000000001,50,11,50
Illinois,2015-12-21,1349.63,15,1.2999999999999998,200,12,200
Illinois,2017-01-22,22.992,8,0.4,0,1,0
Illinois,2016-04-22,23.951999999999998,2,0.2,0,4,0
Illinois,2017-05-22,205.922,7,1.3,50,5,50
Illinois,2015-06-22,796.425,7,0.5,75,6,75
Illinois,2017-06-22,3.036,3,0.8,0,6,0
Illinois,2017-07-22,526.344,4,0.3,75,7,75
Illinois,2014-09-22,331.536,3,0.2,50,9,50
Illinois,2015-10-22,5.176,4,0.8,0,10,0
Illinois,2014-11-22,9.98,5,0.8,0,11,0
Illinois,2014-12-22,274.096,11,1.2,50,12,50
Illinois,2016-05-23,1979.9279999999999,9,0.2,200,5,200
Illinois,2016-07-23,11.415999999999999,4,0.8,0,7,0
Illinois,2017-07-23,184.848,7,0.4,50,7,50
Illinois,2015-08-23,59.848,16,1.4000000000000001,0,8,0
Illinois,2017-09-23,133.89600000000002,12,1.2,50,9,50
Illinois,2016-10-23,70.97200000000001,10,0.8,0,10,0
Illinois,2017-11-23,251.056,10,1.2,50,11,50
Illinois,2016-12-23,141.372,2,0.3,50,12,50
Illinois,2017-12-23,189.71200000000002,8,1.0,50,12,50
Illinois,2015-03-24,359.05800000000005,3,0.3,50,3,50
Illinois,2017-04-24,83.214,6,1.0,0,4,0
Illinois,2015-05-24,610.3069999999999,13,1.1,75,5,75
Illinois,2017-06-24,193.26600000000002,6,1.0,50,6,50
Illinois,2016-09-24,442.37199999999996,7,0.8,50,9,50
Illinois,2017-09-24,531.888,5,0.5,75,9,75
Illinois,2014-11-24,646.2,5,0.2,75,11,75
Illinois,2017-02-25,1.788,3,0.8,0,2,0
Illinois,2015-04-25,349.082,5,0.5,50,4,50
Illinois,2014-05-25,104.91999999999999,4,1.4,50,5,50
Illinois,2017-06-25,148.48,2,0.2,50,6,50
Illinois,2015-09-25,128.744,7,0.2,50,9,50
Illinois,2014-05-26,475.78799999999995,8,0.7,50,5,50
Illinois,2016-06-26,5.303999999999999,3,0.2,0,6,0
Illinois,2014-07-26,123.552,3,0.2,50,7,50
Illinois,2017-08-26,64.96,5,0.6,0,8,0
Illinois,2014-09-26,153.82399999999998,11,0.2,50,9,50
Illinois,2016-09-26,756.486,5,0.5,75,9,75
Illinois,2017-11-26,33.568000000000005,8,0.8,0,11,0
Illinois,2014-12-26,8.69,5,0.8,0,12,0
Illinois,2014-05-27,17.46,6,0.8,0,5,0
Illinois,2016-05-27,1328.128,14,1.4,200,5,200
Illinois,2016-06-27,577.1220000000001,10,0.5,75,6,75
Illinois,2015-09-27,39.368,5,1.4,0,9,0
Illinois,2017-10-27,34.24,5,0.4,0,10,0
Illinois,2016-11-27,160.384,8,0.4,50,11,50
Illinois,2014-12-27,62.967999999999996,10,0.8,0,12,0
Illinois,2015-12-27,12.672,3,0.2,0,12,0
Illinois,2016-12-27,845.488,8,0.3,75,12,75
Illinois,2016-04-28,30.344,2,0.6,0,4,0
Illinois,2016-05-28,286.4,1,0.2,50,5,50
Illinois,2017-05-28,110.43299999999999,6,1.1,50,5,50
Illinois,2016-06-28,359.976,3,0.2,50,6,50
Illinois,2015-08-28,2799.96,5,0.2,500,8,500
Illinois,2017-08-28,52.064,11,0.4,0,8,0
Illinois,2016-09-28,99.13600000000001,4,0.2,0,9,0
Illinois,2015-11-28,948.2840000000001,27,1.7999999999999998,75,11,75
Illinois,2015-12-28,24.816,2,0.2,0,12,0
Illinois,2017-12-28,125.98,12,2.3,50,12,50
Illinois,2017-01-29,12.128,4,0.8,0,1,0
Illinois,2016-03-29,1702.38,17,0.7,200,3,200
Illinois,2016-08-29,162.388,13,1.2000000000000002,50,8,50
Illinois,2017-08-29,78.03999999999999,15,1.2000000000000002,0,8,0
Illinois,2014-10-29,2735.952,6,0.2,500,10,500
Illinois,2014-11-29,12.624,2,0.2,0,11,0
Illinois,2016-11-29,242.176,4,0.6,50,11,50
Illinois,2014-12-29,47.712,6,1.2,0,12,0
Illinois,2016-12-29,186.048,6,0.2,50,12,50
Illinois,2016-01-30,2224.308,14,1.7000000000000002,500,1,500
Illinois,2017-01-30,2113.567,11,1.0999999999999999,500,1,500
